Account_Id,Trans_Id,Age,Followers,NAME_CONTRACT_TYPE,GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,Label,results
183.79.248.252-10.42.0.151-443-41052-6,102849,27,5597,Cash loans,F,99000.0,593010.0,19260.0,495000.0,Working,Separated,1,1
10.42.0.211-10.42.0.1-7185-53-17,102850,34,600,Revolving loans,M,112500.0,270000.0,13500.0,270000.0,Commercial associate,Single / not married,1,1
10.42.0.211-10.42.0.1-44271-53-17,102851,31,3800,Cash loans,F,216000.0,900000.0,26316.0,900000.0,Working,Married,1,1
10.42.0.211-10.42.0.1-13010-53-17,102852,35,400,Cash loans,F,90000.0,254700.0,13446.0,225000.0,Pensioner,Widow,1,1
162.208.22.39-10.42.0.211-443-60385-6,102853,32,1190,Cash loans,F,90000.0,284400.0,22599.0,225000.0,Commercial associate,Married,0,0
10.42.0.1-10.42.0.42-53-35521-17,102855,28,250,Cash loans,F,202500.0,912240.0,30145.5,787500.0,Working,Married,1,1
172.217.10.129-10.42.0.42-443-43321-6,102856,35,3665,Cash loans,F,135000.0,1042560.0,40572.0,900000.0,Commercial associate,Married,1,1
172.217.9.234-10.42.0.211-443-49449-6,102857,43,1180,Cash loans,F,180000.0,1331019.0,47808.0,1192500.0,Working,Civil marriage,1,1
8.0.6.4-8.6.0.1-0-0-0,102858,32,1640,Cash loans,F,67500.0,900000.0,26316.0,900000.0,Working,Married,1,1
10.42.0.211-123.125.29.220-60506-80-6,102859,28,-1361,Cash loans,M,180000.0,773680.5,37350.0,679500.0,Commercial associate,Single / not married,1,1
10.42.0.1-10.42.0.42-53-58705-17,102860,36,3580,Cash loans,M,67500.0,142632.0,8316.0,126000.0,Commercial associate,Married,0,0
10.42.0.211-10.42.0.1-26413-53-17,102861,34,400,Cash loans,F,202500.0,1800000.0,49500.0,1800000.0,Working,Married,1,1
10.42.0.151-10.42.0.1-27072-53-17,102864,35,1484,Cash loans,F,157500.0,1256400.0,44644.5,900000.0,Working,Married,1,1
172.217.12.196-10.42.0.151-443-52085-6,102865,49,433,Cash loans,F,108000.0,601677.0,28179.0,423000.0,Working,Married,0,0
10.42.0.211-23.194.180.131-57722-443-6,102866,59,1700,Cash loans,F,202500.0,810000.0,34317.0,810000.0,Commercial associate,Married,1,1
131.253.61.96-10.42.0.151-443-48101-6,102869,29,2078,Cash loans,M,360000.0,675000.0,32602.5,675000.0,Working,Married,1,1
151.101.1.140-10.42.0.151-443-33177-6,102870,36,250,Cash loans,F,157500.0,582228.0,18778.5,486000.0,Working,Married,1,1
10.42.0.42-37.1.203.158-44489-443-6,102871,42,250,Cash loans,M,202500.0,382500.0,36261.0,382500.0,Commercial associate,Married,0,0
10.42.0.211-123.59.190.237-56052-80-6,102872,32,1262,Cash loans,M,112500.0,331632.0,35847.0,315000.0,Working,Married,1,1
10.42.0.211-64.71.142.110-42466-443-6,102873,42,1991,Cash loans,F,112500.0,946980.0,40122.0,946980.0,Pensioner,Married,1,1
10.42.0.42-23.208.87.120-57686-80-6,102874,36,250,Cash loans,F,90000.0,298512.0,21762.0,270000.0,Working,Married,1,1
10.42.0.211-47.89.68.225-47456-443-6,102875,47,1190,Cash loans,M,112500.0,188685.0,11529.0,157500.0,Working,Married,1,1
10.42.0.42-104.193.88.109-35759-80-6,102876,36,1800,Cash loans,M,112500.0,193572.0,20668.5,171000.0,Working,Married,1,1
157.240.2.20-10.42.0.211-443-53502-6,102877,44,840,Cash loans,F,135000.0,315000.0,19035.0,315000.0,Working,Single / not married,1,1
10.42.0.211-121.12.98.64-58418-80-6,102879,31,-1244,Cash loans,F,225000.0,1061599.5,31171.5,927000.0,Working,Married,1,1
10.42.0.151-121.12.98.63-48184-80-6,102880,30,-447,Cash loans,F,47250.0,387000.0,18747.0,387000.0,Pensioner,Widow,1,1
172.217.8.3-10.42.0.42-443-59331-17,102881,34,1910,Cash loans,F,112500.0,810000.0,23814.0,810000.0,Working,Married,1,1
10.42.0.211-31.13.69.245-50199-80-6,102882,39,1100,Cash loans,F,85500.0,665892.0,21609.0,477000.0,Commercial associate,Married,1,1
10.42.0.211-10.42.0.1-49818-53-17,102883,27,650,Cash loans,F,67500.0,135000.0,14539.5,135000.0,Working,Married,1,1
208.80.154.224-10.42.0.211-80-59176-6,102884,43,750,Cash loans,M,180000.0,1125000.0,32895.0,1125000.0,Working,Married,0,0
192.229.173.173-10.42.0.211-80-51582-6,102885,29,3461,Cash loans,F,337500.0,1006920.0,45499.5,900000.0,Working,Married,1,1
10.42.0.211-66.102.255.61-32943-443-6,102886,45,400,Cash loans,M,99000.0,239850.0,23850.0,225000.0,Pensioner,Married,1,1
180.149.134.221-10.42.0.42-80-44805-6,102888,36,2172,Cash loans,F,112500.0,500427.0,26329.5,432000.0,Working,Married,1,1
10.42.0.211-98.139.199.205-48004-443-6,102889,32,0,Cash loans,M,202500.0,315000.0,19035.0,315000.0,State servant,Married,1,1
10.42.0.42-123.125.115.164-53288-443-6,102890,41,400,Cash loans,F,157500.0,497749.5,24075.0,378000.0,Pensioner,Widow,1,1
192.229.173.173-10.42.0.211-80-50397-6,102891,41,1775,Cash loans,F,315000.0,824823.0,24246.0,688500.0,Working,Married,0,0
10.42.0.211-64.71.142.113-47499-80-6,102892,34,1020,Cash loans,F,157500.0,834048.0,25285.5,720000.0,Pensioner,Married,1,1
10.42.0.211-23.208.168.108-35587-80-6,102893,36,3164,Cash loans,F,180000.0,945000.0,40036.5,945000.0,State servant,Married,1,1
10.42.0.211-23.194.140.226-48004-80-6,102894,37,1846,Cash loans,M,360000.0,1535553.0,44896.5,1372500.0,Commercial associate,Married,1,1
10.42.0.211-74.6.105.9-45707-443-6,102895,45,950,Cash loans,F,90000.0,1078200.0,34911.0,900000.0,Working,Married,0,0
174.36.210.41-10.42.0.211-5222-55916-6,102896,27,800,Cash loans,F,180000.0,805536.0,32076.0,720000.0,Working,Married,1,1
10.42.0.211-23.206.166.66-53879-80-6,102897,40,1640,Cash loans,M,202500.0,135000.0,16020.0,135000.0,Commercial associate,Married,1,1
10.42.0.1-10.42.0.42-53-45853-17,102899,37,1640,Cash loans,F,157500.0,697500.0,24840.0,697500.0,Commercial associate,Widow,1,1
140.205.164.47-10.42.0.211-443-58824-6,102900,24,15664,Cash loans,M,360000.0,517419.0,37651.5,468000.0,State servant,Married,1,1
10.42.0.151-52.84.59.121-49004-443-6,102901,31,1280,Cash loans,M,202500.0,1024740.0,49428.0,900000.0,Working,Married,1,1
10.42.0.211-10.42.0.1-52394-53-17,102902,36,600,Revolving loans,F,90000.0,270000.0,13500.0,270000.0,Pensioner,Married,1,1
10.42.0.1-10.42.0.42-53-46228-17,102903,34,1046,Cash loans,F,90000.0,225000.0,16371.0,225000.0,Working,Married,1,1
10.42.0.211-31.13.71.36-38074-443-6,102905,42,2210,Cash loans,M,112500.0,690048.0,22387.5,576000.0,Working,Married,1,1
224.0.0.251-10.42.0.1-5353-5353-17,102906,34,1428,Cash loans,F,180000.0,791532.0,30798.0,567000.0,Working,Married,1,1
10.42.0.211-52.84.1.220-52103-443-6,102907,35,433,Cash loans,F,112500.0,385164.0,21024.0,292500.0,Working,Single / not married,1,1
10.42.0.211-64.71.142.95-48805-443-6,102908,38,1830,Cash loans,F,225000.0,545040.0,20547.0,450000.0,Working,Married,1,1
151.101.21.140-10.42.0.211-443-60019-6,102909,31,1490,Cash loans,M,157500.0,94500.0,11214.0,94500.0,Commercial associate,Married,1,1
180.149.136.194-10.42.0.211-80-43835-6,102910,47,1090,Cash loans,F,90000.0,239850.0,25447.5,225000.0,Working,Single / not married,1,1
8.0.6.4-8.6.0.1-0-0-0,102911,38,-552,Cash loans,F,135000.0,381528.0,14382.0,315000.0,Working,Single / not married,1,1
172.217.6.232-10.42.0.211-443-45315-6,102913,31,-327,Cash loans,F,99000.0,814041.0,23800.5,679500.0,Working,Married,1,1
10.42.0.151-10.42.0.1-29356-53-17,102914,28,433,Cash loans,F,112500.0,197820.0,13765.5,180000.0,Pensioner,Separated,1,1
10.42.0.211-23.217.155.120-55428-80-6,102915,36,433,Cash loans,M,180000.0,1436850.0,42142.5,1125000.0,Working,Married,1,1
192.229.163.180-10.42.0.211-443-38749-6,102916,49,1190,Cash loans,F,67500.0,545040.0,26640.0,450000.0,Working,Married,1,1
10.42.0.151-10.42.0.1-55610-53-17,102917,30,1090,Revolving loans,F,157500.0,157500.0,7875.0,157500.0,Commercial associate,Civil marriage,1,1
10.42.0.211-66.198.24.243-46984-80-6,102918,35,650,Cash loans,M,202500.0,112500.0,5602.5,112500.0,Working,Married,1,1
10.42.0.211-47.89.69.236-41510-443-6,102920,33,433,Cash loans,F,180000.0,1040463.0,30550.5,868500.0,State servant,Civil marriage,1,1
10.42.0.151-52.86.21.31-33243-443-6,102921,32,433,Cash loans,F,135000.0,900000.0,24880.5,900000.0,Working,Civil marriage,1,1
172.217.6.194-10.42.0.211-443-55387-6,102922,33,433,Cash loans,M,135000.0,343377.0,22072.5,283500.0,Commercial associate,Single / not married,1,1
172.217.12.206-10.42.0.151-443-34075-6,102923,29,433,Cash loans,F,90000.0,225000.0,22050.0,225000.0,Pensioner,Single / not married,1,1
10.42.0.211-119.146.74.31-42056-443-6,102924,28,433,Cash loans,F,184500.0,284400.0,22599.0,225000.0,Commercial associate,Married,1,1
10.42.0.211-98.139.199.204-54045-443-6,102925,33,1083,Cash loans,M,112500.0,553806.0,28404.0,495000.0,Working,Married,1,1
10.42.0.151-10.42.0.1-39162-53-17,102926,55,433,Cash loans,F,202500.0,1350000.0,51421.5,1350000.0,Working,Married,1,1
151.101.129.140-10.42.0.42-443-48108-6,102928,28,433,Cash loans,F,157500.0,225000.0,26703.0,225000.0,State servant,Married,0,0
172.217.6.206-10.42.0.151-443-32878-6,102929,37,433,Cash loans,F,130500.0,384048.0,13923.0,270000.0,Pensioner,Widow,1,1
10.42.0.151-31.13.80.5-53975-443-6,102930,34,433,Cash loans,F,72000.0,1006920.0,40063.5,900000.0,Working,Married,1,1
10.42.0.151-10.42.0.1-65056-53-17,102931,32,650,Cash loans,F,292500.0,1409719.5,135936.0,1377000.0,Working,Married,1,1
10.42.0.211-64.71.142.110-51362-443-6,102934,31,1000,Cash loans,M,225000.0,1762110.0,48586.5,1575000.0,Working,Married,1,1
10.42.0.211-52.41.146.210-37174-443-6,102936,55,800,Cash loans,F,99000.0,225000.0,17775.0,225000.0,Working,Civil marriage,1,1
10.42.0.211-10.42.0.1-49008-53-17,102937,40,400,Cash loans,M,270000.0,1125000.0,36292.5,1125000.0,State servant,Married,1,1
10.42.0.211-36.51.254.232-57886-443-6,102938,47,900,Cash loans,F,112500.0,929088.0,33372.0,720000.0,Commercial associate,Civil marriage,1,1
10.42.0.211-123.125.29.138-37761-443-6,102939,40,400,Cash loans,M,157500.0,225000.0,15349.5,225000.0,Working,Married,1,1
10.42.0.151-10.42.0.1-18556-53-17,102940,42,750,Cash loans,F,162000.0,225000.0,10039.5,225000.0,Commercial associate,Married,1,1
10.42.0.151-10.42.0.1-21156-53-17,102941,34,600,Cash loans,F,90000.0,364500.0,17856.0,364500.0,Commercial associate,Married,1,1
151.101.21.140-10.42.0.42-80-35238-6,102942,30,400,Cash loans,F,112500.0,646920.0,25195.5,540000.0,Commercial associate,Married,1,1
10.42.0.211-10.42.0.1-11240-53-17,102943,39,1964,Cash loans,F,63000.0,479637.0,18211.5,396000.0,Pensioner,Widow,1,1
172.217.6.234-10.42.0.211-443-37838-6,102944,24,400,Cash loans,F,81000.0,517788.0,19516.5,427500.0,Pensioner,Married,1,1
10.42.0.211-23.206.166.62-50518-80-6,102945,30,400,Cash loans,F,112500.0,239850.0,25447.5,225000.0,Pensioner,Single / not married,1,1
203.205.158.52-10.42.0.42-80-47425-6,102946,50,400,Cash loans,M,202500.0,921330.0,39163.5,823500.0,Working,Married,1,1
173.241.242.143-10.42.0.211-443-37344-6,102947,29,600,Cash loans,F,121500.0,531706.5,29817.0,459000.0,Pensioner,Married,1,1
192.229.173.173-10.42.0.211-80-44478-6,102948,31,900,Cash loans,F,202500.0,945000.0,34074.0,945000.0,Commercial associate,Single / not married,1,1
10.42.0.211-104.193.88.109-41732-80-6,102949,35,640,Cash loans,F,126000.0,260568.0,25515.0,247500.0,Working,Separated,1,1
216.58.219.202-10.42.0.151-443-55668-6,102950,41,600,Cash loans,M,234000.0,1125000.0,47794.5,1125000.0,Pensioner,Married,1,1
10.42.0.211-23.21.95.195-44662-443-6,102951,23,400,Cash loans,F,112500.0,675000.0,20668.5,675000.0,State servant,Married,1,1
10.42.0.211-64.71.142.96-53253-443-6,102952,34,600,Cash loans,F,157500.0,1255680.0,41629.5,1125000.0,Working,Married,1,1
10.42.0.211-77.234.44.201-44556-80-6,102953,50,1090,Cash loans,M,90000.0,239850.0,22324.5,225000.0,Pensioner,Married,1,1
172.217.6.206-10.42.0.151-443-47704-6,102954,28,500,Cash loans,F,135000.0,729792.0,24246.0,630000.0,Working,Married,1,1
10.42.0.211-66.231.239.122-42214-80-6,102955,27,400,Revolving loans,F,94500.0,270000.0,13500.0,270000.0,Working,Single / not married,1,1
10.42.0.211-23.194.141.191-45460-443-6,102956,35,500,Cash loans,M,157500.0,288873.0,11020.5,238500.0,Working,Married,1,1
172.217.10.78-10.42.0.151-443-50350-6,102957,49,400,Cash loans,M,315000.0,938304.0,52524.0,810000.0,Working,Married,1,1
216.58.219.202-10.42.0.151-443-48783-6,102959,33,1432,Cash loans,F,333000.0,297130.5,21748.5,256500.0,Working,Married,1,1
10.42.0.211-10.42.0.1-11901-53-17,102960,26,1890,Revolving loans,F,135000.0,405000.0,20250.0,405000.0,Pensioner,Married,1,1
10.42.0.211-31.13.69.203-33969-443-6,102961,32,600,Cash loans,F,72000.0,1129500.0,31059.0,1129500.0,Pensioner,Married,1,1
203.205.128.137-10.42.0.151-80-44011-6,102962,27,1559,Cash loans,M,292500.0,1125171.0,41827.5,1035000.0,Working,Married,1,1
203.90.242.126-10.42.0.151-443-33503-6,102963,28,1040,Revolving loans,M,202500.0,855000.0,42750.0,855000.0,Working,Married,1,1
10.42.0.211-10.42.0.1-46190-53-17,102964,32,1775,Cash loans,M,202500.0,229500.0,15336.0,229500.0,Commercial associate,Married,1,1
10.42.0.1-10.42.0.42-53-31385-17,102965,41,1090,Cash loans,F,90000.0,454500.0,14661.0,454500.0,Working,Single / not married,1,1
198.11.188.75-10.42.0.42-443-43107-6,102966,37,400,Cash loans,F,180000.0,1082214.0,31770.0,945000.0,Commercial associate,Civil marriage,1,1
10.42.0.211-118.242.24.59-37987-18013-6,102967,36,400,Revolving loans,F,81000.0,135000.0,6750.0,135000.0,Working,Married,1,1
140.205.134.25-10.42.0.211-443-42129-6,102968,26,400,Revolving loans,F,144000.0,337500.0,16875.0,337500.0,State servant,Single / not married,1,1
184.50.111.246-10.42.0.151-443-53508-6,102970,31,400,Cash loans,F,135000.0,545040.0,35617.5,450000.0,Working,Married,1,1
202.77.129.150-10.42.0.151-80-58287-6,102972,38,500,Cash loans,F,180000.0,454500.0,44275.5,454500.0,Commercial associate,Married,1,1
172.217.10.10-10.42.0.151-443-43232-6,102973,31,400,Cash loans,M,270000.0,254700.0,25321.5,225000.0,Commercial associate,Married,1,1
216.58.219.238-10.42.0.42-443-59199-6,102974,31,500,Cash loans,F,67500.0,308133.0,16263.0,234000.0,Working,Married,1,1
10.42.0.151-69.147.64.33-51476-443-6,102976,30,1000,Cash loans,F,90000.0,1051245.0,30865.5,877500.0,Commercial associate,Married,1,1
10.42.0.211-31.13.65.36-49761-443-6,102977,29,400,Cash loans,F,225000.0,742500.0,29574.0,742500.0,Working,Married,1,1
10.42.0.211-104.244.43.3-40700-443-6,102978,34,400,Cash loans,F,252000.0,358344.0,24075.0,283500.0,Working,Widow,1,1
10.42.0.211-104.97.95.172-39583-80-6,102980,27,500,Cash loans,F,225000.0,766863.0,51376.5,702000.0,Commercial associate,Civil marriage,1,1
10.42.0.211-115.239.210.141-58053-443-6,102981,30,400,Cash loans,F,175500.0,720000.0,30636.0,720000.0,Working,Married,1,1
10.42.0.151-68.67.178.197-37377-443-6,102983,34,500,Cash loans,F,112500.0,178290.0,19048.5,157500.0,Working,Single / not married,1,1
10.42.0.151-10.42.0.1-53996-53-17,102984,44,400,Cash loans,M,63000.0,286528.5,19939.5,265500.0,Pensioner,Married,1,1
10.42.0.211-104.93.181.98-53470-443-6,102985,25,500,Cash loans,M,117000.0,193572.0,21969.0,171000.0,Working,Married,1,1
10.42.0.42-123.125.115.164-39497-443-6,102986,20,400,Cash loans,M,175500.0,646389.0,39676.5,558000.0,Working,Married,1,1
172.217.10.74-10.42.0.211-443-53689-6,102988,49,400,Cash loans,F,112500.0,508495.5,22527.0,454500.0,Pensioner,Married,1,1
10.42.0.211-104.244.43.3-40700-443-6,102990,37,1000,Cash loans,M,225000.0,675000.0,25987.5,675000.0,Working,Widow,1,1
10.42.0.151-10.42.0.1-3362-53-17,102991,45,400,Revolving loans,F,56997.0,180000.0,9000.0,180000.0,Pensioner,Married,1,1
10.42.0.42-106.39.169.66-58304-80-6,102992,28,500,Cash loans,M,180000.0,278613.0,30136.5,252000.0,Commercial associate,Single / not married,0,0
10.42.0.151-10.42.0.1-42117-53-17,102993,47,500,Cash loans,F,157500.0,505642.5,22401.0,436500.0,Commercial associate,Separated,1,1
10.42.0.211-112.80.248.220-39795-443-6,102994,32,400,Revolving loans,F,54000.0,247500.0,12375.0,247500.0,Pensioner,Married,1,1
10.42.0.211-10.42.0.1-3149-53-17,102997,50,400,Cash loans,F,112500.0,1467612.0,56029.5,1350000.0,Pensioner,Widow,0,0
203.205.158.23-10.42.0.211-80-39482-6,102998,34,1292,Cash loans,M,135000.0,566055.0,15696.0,472500.0,Commercial associate,Married,0,0
10.42.0.211-66.102.255.44-59332-443-6,102999,28,400,Cash loans,F,135000.0,781920.0,25969.5,675000.0,Pensioner,Civil marriage,1,1
206.126.112.141-10.42.0.151-443-39025-6,103002,39,500,Cash loans,F,225000.0,787131.0,42066.0,679500.0,Working,Married,0,0
172.217.12.170-10.42.0.151-443-35497-6,103003,36,400,Cash loans,M,270000.0,1483231.5,51556.5,1354500.0,Working,Married,1,1
172.217.12.131-10.42.0.151-443-54579-6,103005,27,1300,Cash loans,M,157500.0,1125000.0,33025.5,1125000.0,Working,Married,1,1
172.217.9.238-10.42.0.151-443-38276-6,103006,30,4700,Cash loans,M,216000.0,1104997.5,36517.5,990000.0,Commercial associate,Married,0,0
10.42.0.211-103.235.46.212-60282-80-6,103007,32,1430,Cash loans,F,85500.0,566055.0,15061.5,472500.0,Working,Married,1,1
174.35.73.97-10.42.0.211-80-54405-6,103008,29,6658,Revolving loans,M,157500.0,495000.0,24750.0,495000.0,Working,Single / not married,1,1
172.217.10.110-10.42.0.151-443-43170-6,103009,27,2070,Cash loans,F,90000.0,269550.0,10264.5,225000.0,State servant,Married,1,1
192.229.173.173-10.42.0.211-443-44344-6,103011,20,650,Cash loans,F,144000.0,1506816.0,47313.0,1350000.0,State servant,Married,1,1
10.42.0.151-52.84.134.181-58233-443-6,103012,25,2234,Cash loans,M,202500.0,254700.0,25321.5,225000.0,Working,Married,0,0
10.42.0.1-10.42.0.42-53-46123-17,103013,35,400,Cash loans,M,247500.0,695970.0,37885.5,553500.0,State servant,Married,1,1
10.42.0.151-10.42.0.1-45340-53-17,103014,50,1600,Cash loans,M,112500.0,454500.0,18153.0,454500.0,Pensioner,Married,1,1
174.35.73.166-10.42.0.151-443-55396-6,103015,41,369,Cash loans,F,180000.0,417024.0,21420.0,360000.0,Commercial associate,Widow,0,0
172.217.11.13-10.42.0.151-443-60942-17,103016,28,500,Cash loans,F,157500.0,521280.0,26743.5,450000.0,Working,Married,0,0
10.42.0.211-10.42.0.1-21971-53-17,103017,54,250,Cash loans,F,63000.0,135000.0,13149.0,135000.0,Pensioner,Married,1,1
202.77.129.150-10.42.0.211-80-42561-6,103018,35,400,Revolving loans,M,270000.0,270000.0,13500.0,270000.0,State servant,Married,1,1
10.42.0.151-52.84.134.181-58238-443-6,103019,38,250,Cash loans,F,67500.0,215865.0,21478.5,202500.0,Commercial associate,Married,1,1
239.255.255.250-10.42.0.151-1900-46787-17,103020,31,700,Cash loans,F,112500.0,534204.0,34267.5,495000.0,Pensioner,Married,0,0
10.42.0.151-104.193.88.109-48421-80-6,103021,34,1080,Cash loans,M,90000.0,143910.0,15268.5,135000.0,Working,Separated,1,1
10.42.0.211-10.42.0.1-57096-53-17,103022,26,250,Cash loans,F,180000.0,153576.0,10129.5,121500.0,Working,Married,1,1
10.42.0.211-115.239.210.141-44620-80-6,103023,34,600,Cash loans,M,157500.0,640080.0,29839.5,450000.0,Working,Married,1,1
172.217.12.193-10.42.0.211-443-48099-6,103024,27,400,Cash loans,F,225000.0,1512796.5,52713.0,1381500.0,Commercial associate,Single / not married,1,1
183.79.250.123-10.42.0.211-443-33991-6,103026,32,1100,Cash loans,M,162000.0,391009.5,46404.0,391009.5,Commercial associate,Married,1,1
10.42.0.211-76.13.28.196-34809-443-6,103027,34,1090,Cash loans,F,144000.0,225000.0,15034.5,225000.0,Commercial associate,Married,1,1
10.42.0.211-23.8.102.138-40031-443-6,103028,30,750,Cash loans,F,126000.0,523597.5,20893.5,468000.0,Pensioner,Married,1,1
220.170.182.31-10.42.0.211-443-36926-6,103030,46,2122,Cash loans,F,90000.0,509922.0,49806.0,472500.0,Commercial associate,Married,1,1
10.42.0.151-10.42.0.1-7569-53-17,103031,41,400,Cash loans,F,180000.0,521280.0,26743.5,450000.0,Working,Civil marriage,1,1
224.0.0.251-10.42.0.151-5353-5353-17,103032,38,195,Cash loans,F,121500.0,414792.0,18400.5,315000.0,Pensioner,Civil marriage,1,1
10.42.0.211-106.39.169.66-32843-80-6,103033,30,900,Cash loans,M,225000.0,900000.0,26316.0,900000.0,Commercial associate,Married,1,1
10.42.0.211-10.42.0.1-23727-53-17,103034,60,500,Cash loans,M,271800.0,443088.0,19647.0,382500.0,Pensioner,Separated,1,1
211.236.244.151-10.42.0.211-80-40261-6,103035,30,400,Cash loans,M,121500.0,545040.0,26640.0,450000.0,Working,Married,1,1
10.42.0.1-10.42.0.42-53-63631-17,103036,29,1235,Cash loans,F,135000.0,112068.0,11898.0,99000.0,Commercial associate,Married,0,0
10.42.0.211-54.174.165.213-58388-443-6,103037,22,1540,Cash loans,F,135000.0,693000.0,24682.5,693000.0,Pensioner,Married,1,1
172.217.12.202-10.42.0.211-443-58261-6,103038,29,850,Cash loans,F,243900.0,1350000.0,50031.0,1350000.0,Commercial associate,Civil marriage,0,0
172.217.3.110-10.42.0.151-443-54930-6,103039,29,1090,Cash loans,F,225000.0,225000.0,22383.0,225000.0,Pensioner,Married,1,1
10.42.0.211-106.11.14.99-50938-443-6,103040,41,1000,Cash loans,F,90000.0,508495.5,20164.5,454500.0,Pensioner,Single / not married,1,1
10.42.0.211-10.42.0.1-43430-53-17,103041,57,400,Cash loans,F,135000.0,1185120.0,39298.5,900000.0,Commercial associate,Married,1,1
239.255.255.250-10.42.0.1-1900-53178-17,103042,30,3844,Cash loans,F,126000.0,457119.0,24925.5,342000.0,Working,Married,0,0
10.42.0.151-31.13.80.5-37123-443-6,103043,30,3372,Cash loans,F,144000.0,408330.0,18117.0,292500.0,Commercial associate,Civil marriage,1,1
175.100.207.232-10.42.0.151-80-33136-6,103044,51,400,Cash loans,M,135000.0,284400.0,19003.5,225000.0,Pensioner,Married,1,1
172.217.12.206-10.42.0.151-443-56896-6,103045,47,800,Cash loans,M,202500.0,715095.0,49770.0,675000.0,Working,Separated,1,1
172.217.10.99-10.42.0.151-80-35011-6,103047,47,500,Cash loans,F,157500.0,314100.0,13437.0,225000.0,Pensioner,Widow,0,0
151.101.1.140-10.42.0.151-443-60707-6,103048,48,3485,Revolving loans,M,112500.0,450000.0,22500.0,450000.0,Pensioner,Single / not married,1,1
216.58.219.226-10.42.0.211-443-57830-6,103049,27,2504,Cash loans,M,180000.0,385164.0,19795.5,292500.0,Working,Married,0,0
10.42.0.211-66.198.24.224-56208-443-6,103050,28,1484,Revolving loans,M,202500.0,360000.0,18000.0,337500.0,Working,Civil marriage,1,1
10.42.0.211-10.42.0.1-42254-53-17,103051,31,1728,Cash loans,F,112500.0,276277.5,14256.0,238500.0,Working,Married,0,0
172.217.6.202-10.42.0.42-443-39888-6,103052,28,3467,Cash loans,F,135000.0,1075500.0,45697.5,1075500.0,Working,Married,1,1
172.217.12.142-10.42.0.211-443-32850-6,103053,34,1540,Cash loans,M,225000.0,1237500.0,38988.0,1237500.0,Working,Married,0,0
172.217.10.42-10.42.0.151-443-39055-6,103054,31,1200,Cash loans,M,315000.0,497520.0,53712.0,450000.0,Working,Married,1,1
157.240.2.20-10.42.0.211-443-53503-6,103055,27,7940,Cash loans,F,90000.0,469147.5,23953.5,351000.0,Working,Married,1,1
151.101.22.2-10.42.0.151-443-54987-6,103057,32,6357,Cash loans,M,216000.0,755190.0,36459.0,675000.0,Pensioner,Married,1,1
172.217.9.226-10.42.0.211-443-53444-6,103058,26,1600,Cash loans,F,135000.0,265500.0,12910.5,265500.0,Working,Married,1,1
10.42.0.211-74.6.105.9-49807-80-6,103059,30,400,Revolving loans,F,135000.0,180000.0,9000.0,180000.0,Working,Civil marriage,0,0
10.42.0.151-64.71.142.124-57470-443-6,103060,39,400,Cash loans,F,81000.0,269550.0,16285.5,225000.0,Working,Civil marriage,1,1
10.42.0.151-59.38.112.48-42310-443-6,103061,31,500,Cash loans,M,135000.0,829584.0,29925.0,630000.0,Working,Married,0,0
172.217.12.202-10.42.0.211-443-38050-6,103063,44,500,Cash loans,F,157500.0,1574532.0,60102.0,1350000.0,Commercial associate,Married,1,1
172.217.10.226-10.42.0.211-443-40807-6,103064,48,400,Cash loans,M,225000.0,379008.0,40945.5,360000.0,Commercial associate,Single / not married,1,1
172.217.8.3-10.42.0.211-443-58680-6,103065,53,1044,Cash loans,F,112500.0,593010.0,16434.0,495000.0,Working,Married,1,1
10.42.0.211-77.234.44.201-60044-80-6,103066,30,500,Cash loans,F,315000.0,1800000.0,62698.5,1800000.0,Commercial associate,Married,1,1
10.42.0.42-54.192.38.154-59384-443-6,103067,38,1280,Cash loans,F,180000.0,1350000.0,37255.5,1350000.0,State servant,Married,1,1
203.205.147.229-10.42.0.151-80-56074-6,103068,33,500,Cash loans,F,54000.0,225000.0,10953.0,225000.0,Pensioner,Married,1,1
10.42.0.211-64.71.142.124-51598-80-6,103069,49,1235,Cash loans,F,180000.0,1325475.0,54832.5,1125000.0,Pensioner,Single / not married,1,1
10.42.0.211-54.192.38.7-58510-443-6,103070,42,400,Revolving loans,M,225000.0,450000.0,22500.0,450000.0,Commercial associate,Married,1,1
10.42.0.211-10.42.0.1-34378-53-17,103071,35,500,Cash loans,F,90000.0,504000.0,16389.0,504000.0,Working,Single / not married,1,1
10.42.0.1-10.42.0.42-53-43910-17,103072,41,400,Cash loans,F,90000.0,624289.5,27630.0,558000.0,Pensioner,Married,0,0
10.42.0.211-47.88.68.21-44484-443-6,103073,43,1040,Cash loans,M,94500.0,207000.0,7933.5,207000.0,Commercial associate,Married,1,1
172.217.10.142-10.42.0.151-443-59445-6,103074,30,500,Cash loans,M,337500.0,497520.0,36054.0,450000.0,Commercial associate,Separated,0,0
157.240.18.36-10.42.0.211-443-39996-6,103075,30,500,Cash loans,F,166500.0,682875.0,27940.5,589500.0,Commercial associate,Civil marriage,1,1
10.42.0.211-104.244.43.3-44694-443-6,103076,30,400,Cash loans,F,121500.0,675000.0,21906.0,675000.0,Commercial associate,Single / not married,1,1
